transcription,recording_id,input_values,labels,model_transcription
sobelair two five five seven maintain heading contact rhein one three two decimal four ,011_0061,"[-0.12448774 -0.21462594 -0.2716365  ... -0.10104857  0.08208457
 -0.2004522 ]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 4]",SOBLA TWO FIVE FIVE SEVEN MAINTAIN HEADING CONTECT LINE ONE TREE TWO DESMAL FOUR
olympic one four four contact rhein one three two decimal four ,011_0062,"[-0.2767733  -0.1677385  -0.23169263 ...  0.00964965 -0.00549193
 -0.04376986]","[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",OLYMPIC ONE FOUR FOR CONTECTINE ONE THREE TWO DESMAL FOUR
sabena seven eight one six rhein radar identified ,011_0063,"[-0.18523932 -0.30902305 -0.09670006 ...  0.00344138 -0.01483416
  0.00105403]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",SAPINA SEVEN EIGHT ONE SIX RINE RATA IDENTIFIED
jet set one four two nine rhein identified ,011_0064,"[-0.30312073 -0.12277337  0.0341776  ... -0.19415677 -0.32184023
  0.00238637]","[3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4]",CHIT SAD ONE FOUR TWO NINE A RINE IDENTIFY IT
aero lloyd five nine zero rhein radar identified climb flight level two nine zero ,011_0065,"[-0.1061786  -0.32408366  0.03865917 ...  0.02171324 -0.01083837
  0.00137687]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 4 3 3 3 3 4]",AIROLOID FIVE NINE SERO LINE RADA IDENTIFY IT CLIMB FLIGHT LEVEL TWO NINEO ZERO
aero lloyd five nine zero direct trasadingen ,011_0066,"[-0.06211171 -0.01843633 -0.09182206 ... -0.2784929  -0.16443995
 -0.12078323]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 3 4]",YEA AVE A LARD FIVE NINE SELD I LIKE TONSETING AND
sabena eight three two rhein confirm your level ,011_0067,"[-0.29915416 -0.2380131  -0.08941775 ... -0.00360297 -0.01637141
 -0.0128    ]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 4 3 3 3 3 3 4]",SAPNA EIGHT TE TWO RYAN CONFERM YOUR LEVEL
roger identified ,011_0068,"[-0.12389575 -0.35826686 -0.37257287 ... -0.03772055  0.04820175
 -0.05240874]",[3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],RODCHA IDENTIFY IT
alitalia one one nine rhein identified ,011_0069,"[-0.06220915 -0.15998921 -0.06596477 ...  0.01227797 -0.10285025
  0.00101146]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",ALITALIA VONE ONE NINA RION IDENTIFY IT
~k ~l ~m three hundred kilo contact rhein one two seven three seven ,011_0070,"[-0.14260228 -0.33784208 -0.12116478 ...  0.04105494  0.0293344
  0.0012512 ]","[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CALIM THREE HUNDRED KILO CONTEKINE ONE TWO SEVEN THREE SEVEN
transwede one zero seven contact zurich one three four decimal six ,011_0071,"[-0.22883238 -0.2948889  -0.15607117 ... -0.19307622 -0.08131252
  0.00121836]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",TRANSPEED ONE SERO SEVEN CONTECCIRI ONE THREE FOLD ESIMAL SIX
alitalia one one seven zurich one three three decimal four ,011_0072,"[-0.0666804  -0.15325613 -0.0733289  ...  0.03453562 -0.15573923
  0.00139531]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",ADITALIA ONE ONE SEVEN SIISH ONE THREE TREE DESMA FOUR
alitalia four eight five rhein identified ,011_0073,"[ 0.08514304  0.30455366  0.23335613 ... -0.02986684 -0.09966241
 -0.01920714]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",AITALIA FOUR EIGHT FIVE FOR IN IDENTIFIED
viva five eight five request heading ,011_0074,"[-0.09554507 -0.19981498 -0.17923184 ... -0.07096862 -0.0772231
 -0.07846533]",[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4],V  FIVE EIGHT FIVE FLICK VEST HEADING
roger right turn heading zero three zero ,011_0075,"[-0.26726645 -0.20723727 -0.09756377 ... -0.18583634 -0.13994302
  0.00230585]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 4]",WHAT TO RITE ON HEADING CELA TLISI
lufthansa four six five two rhein radar identified climb flight level two nine zero set course trasadingen ,011_0076,"[-0.25540936  0.03779168 -0.12232336 ...  0.04391123 -0.07217017
 -0.15140177]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LOF TENS A FALL SIX FIVE TWO RION RATA IDENTIFY FLYIN FLAD LEVEL TWO NINEO SEROSAT COST COSETING AND
delta india charlie papa alfa rhein radar identified ,011_0077,"[-0.02469771 -0.17692862 -0.1461792  ... -0.02125131 -0.00515526
 -0.10919982]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",THAT UH INDIA CHARLY PUPPA FOIN RAITA IDENTIFY ED
~p ~s ~a five two six hotel rhein radar identified ,011_0078,"[-0.05267123 -0.14630695 -0.38970545 ... -0.33327448  0.15119265
  0.09294596]","[3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",BAS O FIVE TWO SIX HOTEL RIND RATA IDENTIFIED
viva five eight five turn left to frankfurt ,011_0079,"[-0.20404263 -0.37410897  0.00802579 ... -0.2019529  -0.08361679
  0.00117778]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 4]",YOU A FIVE EIGHT FIVE TON LEFT TO FRANGFOOT
jet set one four two nine contact rhein one two seven decimal three seven ,011_0080,"[-0.03274886 -0.04299671  0.02799134 ... -0.00139845 -0.23970541
  0.00130959]","[3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CHETS AT ONE FOUR TWO NINE A CUNTECTIN ONE TWO SEVEN DESMAL THREE SEVEN
air malta zero zero four rhein radar one two seven three seven ,011_0081,"[-0.12985915 -0.32063064 -0.21874896 ...  0.02761367 -0.27343935
  0.00121301]","[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",AH MULTASAROSAROFOR RIN BAT O ONE TWO SEVEN THREE SEVEN
alitalia four zero one ah rhein identified climb flight level two seven zero ,011_0082,"[-0.18475075 -0.3341277  -0.12585524 ... -0.354231    0.00913302
 -0.05425251]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4]",ALITALIA FOUR SERO ONE UH RYN IDENTIFIET GRAND FLAT LEVEL TWO SEVEN ZEO
sabena eight three two contact rhein one two seven three seven ,011_0083,"[ 0.00091458 -0.13265002 -0.21871446 ... -0.17234549 -0.10453433
 -0.19253068]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SABINA EIGHT THREE TWO CRINTICLINE ONE TWO SEVEN THREE SEVEN
sabena seven eight one six turn left to gotil ,011_0084,"[-0.10791808 -0.14891326 -0.09032442 ... -0.02625667 -0.21177988
 -0.1679612 ]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 4 3 3 3 3 3 4]",SOI BEN NOW SEVEN EIGHT ONE SIX TURN LEFT TO GORTILI
viva five eight five contact rhein one two seven decimal three seven ,011_0085,"[-0.17979988 -0.19188552 -0.13611309 ... -0.01311934  0.00805
  0.00087034]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",VE'VE UH FIVE EIGHT FIVE CUNTECIN ONE TWO SEVEN DESIMAL THREE SEVEN
hapag lloyd three five five one rhein identified ,011_0086,"[-0.01896483  0.00677774 -0.01352898 ...  0.00834964 -0.01122873
  0.00103705]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4]",HOW BATK LA TREE FIVE FIVE FON RYAN IDENTIFIED
britannia triple two alfa rhein identified <OT> <FL> </FL> </OT> ,011_0087,"[-4.0074551e-01 -2.2746241e-01  1.7984366e-02 ...  2.1779722e-01
  3.1486347e-02  1.3456233e-04]","[ 3  3  3  3  3  3  3  3  3  4  3  3  3  3  3  3  4  3  3  3  4  3  3  3
  3  4  3  3  3  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  7  6  3  4
  3 22 14  3  4  3  3 22 14  3  4  3  3  7  6  3  4]",PLUT INANTERABLE TOO O IF I RYAN I'D ENT DEFIN IT F HO MOT IME PLETENIA FOOD SIE O YO KNOCK IN
aero lloyd five nine zero contact zurich one three four decimal six ,011_0088,"[-0.18468174 -0.28045747 -0.22127753 ... -0.2223451  -0.13178198
 -0.18086676]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",EVALODE FIVE NINE ZERO CUONTECEI ONE THREE FOUR DESMAL SIX
britannia triple two alfa proceed direct to kempten ,011_0089,"[ 0.02117678 -0.09912714 -0.30594832 ...  0.0837642  -0.17073873
 -0.1511848 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",ITANIA TIBER TWO I F A POC DIVECK TO KAMTON
~k ~l ~m two six four contact rhein one two seven three seven ,011_0090,"[-0.6158469  -0.39794353  0.19431035 ... -0.46514753  0.30337748
  0.743378  ]","[3 3 4 3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CA M TWO SIX FOUR CON TECTRINE ONE TWO SEVEN THREE SEVEN
sabena seven eight one six rhein one two seven three seven ,011_0091,"[-0.17933865 -0.35152525 -0.31424117 ... -0.16443868 -0.14579824
  0.0012    ]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SABINA SEVEN EIGHT ONE SIX RINE ONE TWO SEVEN THREE SEVEN
belstar five zero two hotel rhein identified ,011_0092,"[-0.19595204 -0.06688026 -0.18505844 ... -0.18070827 -0.04565753
  0.00121462]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",BAT'S ON FIVE CEL O TWO HOTE RYNOT N DEFINED
gulf air zero zero seven rhein identified ,011_0093,"[-0.1218612  -0.30130932 -0.0650892  ... -0.06851537 -0.11792357
  0.00140992]","[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",GUY  FA SILASILA SEVEN O RYAND IDENTITY FIT
lufthansa four six five two zurich radar one three four decimal six ,011_0094,"[-0.31140053 -0.45828015  0.06404892 ... -0.125172   -0.26728126
  0.00168845]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOFTENS AR FOUR SIX FIVE TWO CYLICRADA ONE TREE FOUR DISMO SIX
lufthansa four four one six rhein identified stand by for higher turn ah left by one five degrees ,011_0095,"[ 0.00794544 -0.15683171 -0.09837343 ... -0.0507561   0.04618995
 -0.03755145]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",LOOTEN SA FOUR FOUR ONE SIX RYN I IDENTIFY IT STAND BY FOR HIER TURN UH LEFT BY ONE FIVE DEGREES
alitalia four zero one climb flight level two nine zero ,011_0096,"[-0.15314645 -0.12401826 -0.21063235 ...  0.01608399  0.0389057
  0.00120558]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AITALIA FOUR CERO ONE CLAM FLGHT LEVEL TWO NINEO ZERO
lufthansa four four one six climb flight level two nine zero ,011_0097,"[-0.03409149 -0.10546391 -0.08387234 ...  0.03499652 -0.16679303
  0.00096591]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOOF TERNS  FOUR FOUR ONE SIX CLIM FLIGHT LEVEL TWO NINEO ZO
alitalia station co= ah alitalia four eight seven i got it you're identified ,011_0098,"[ 0.25739855  0.16402188 -0.33269012 ... -0.04616752  0.02443954
  0.00075407]","[ 3  3  3  3  3  3  3  3  4  3  3  3  3  3  3  3  4  3  3  3  4  3  3  4
  3  3  3  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3
  3  4  3  4  3  3  3  4  3  3  4  3  3  3 26  3  3  4  3  3  3  3  3  3
  3  3  3  3  4]",AITALIA STATION CO UH I TELLYU A FOUR EIGHT SEVEN AGO IT YEAH RIGHT ANDEFIED
speedbird one two four rhein identified ,011_0099,"[-0.08772117 -0.06676871 -0.26165438 ...  0.06437787 -0.08971487
 -0.17468533]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",PEED BIRD ONE TWO FOUR RIN IDENTTIFIET
delta india mike lima lima rhein radar identified ,011_0100,"[-0.03344264 -0.16950363 -0.18559243 ... -0.04659237  0.00428608
 -0.06739291]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",TA INDIA MIKE LEMA LEMAA RIND RADA IDENTIFYED
~p ~s ~a five two six hotel contact rhein one ah three two decimal four ,011_0101,"[-0.01596002 -0.06557272 -0.11284004 ... -0.17803621 -0.33923274
  0.04177608]","[3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BASED O FIVE TWO SIX OTELECONE TECTYN ONE UH PLE TWO DESMA FOUR
lufthansa four four one six right turn to trasadingen ,011_0102,"[-0.00547103 -0.1072259  -0.24862874 ...  0.11168436 -0.25486436
 -0.10588079]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LOOFTENS A FOUR FOUR ONE SIX RIGHT TUN TO TRASETING AND
alitalia one one nine zurich one three four decimal six ,011_0103,"[-0.09404331 -0.16816528 -0.20769775 ... -0.07014975 -0.10000632
 -0.05729407]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ALITALIA VON VONINA SULI ONE TREE FOUR DES MO SIX
alitalia four eight five zurich one three three decimal four ,011_0104,"[-0.2588303  -0.41405237 -0.0298472  ... -0.20089187 -0.14612396
  0.00196819]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",ALITALIA FOUR EIGHT FIVE TIISH ONE THREE THREE DESMO FOUR
netherlands air force three four identified ,011_0105,"[-0.04166323 -0.09460799 -0.0575084  ...  0.05185995 -0.13801396
 -0.2347572 ]","[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",NOTH LAND SA  FALLS THREE FOUR IDENTTY FINED
three five sorry ,011_0106,"[-0.3716524  -0.21468183 -0.07969698 ... -0.06876732 -0.40557176
  0.00549061]",[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4],THREE FIVE SUR
oscar oscar papa hotel india rhein radar identified ,011_0107,"[-0.07337296 -0.2724643  -0.14282954 ... -0.00409384 -0.02293553
 -0.00925489]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",OH IT'S CALED ISCA PAPA HOTEL INDIARA AND RADA ITEM DO YOU FIND
turkish five one five rhein identified ,011_0108,"[-0.1423708  -0.34334072 -0.07124606 ... -0.07558592 -0.43668878
  0.00207269]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",TOOK HIS FIVE ONE FIVE FORRYON IDENTITY FIED
alitalia four zero one contact zurich one three four decimal six ,011_0109,"[-0.06854976 -0.25940087 -0.23423108 ...  0.00331633 -0.09328031
 -0.15846422]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",U ITALIA FOSOV ONE CONTEXT SURI ONE TEEFOD ISMA SIX
gulf air zero zero seven contact rhein one two seven decimal three seven ,011_0110,"[-0.00728522 -0.09974695 -0.24186867 ... -0.32767725 -0.04179852
  0.00105291]","[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",GOT A FAIR SILA SELA SEVEN CONTECTIN ONE TWO SEVEN DESIMAL THREE SEVEN
europa three six three rhein radar identified proceed direct to frankfurt ,011_0111,"[-0.03447057 -0.11873513 -0.17464973 ... -0.26180404 -0.08445296
  0.00090499]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4]",O WOL PART THREE SIX THREE RIN RADA IDA DEFINET POSE DIRECT TO FANFOOT
britannia two two two alfa contact rhein one three two decimal four ,011_0112,"[ 0.04095074 -0.18247318 -0.2030827  ... -0.18735664  0.02558729
  0.00124788]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BIANIA TWO TWO TWO IF A CONTEK INE ONE THREE TWO DESMA FOUR
speedbird one two four contact rhein one two seven three seven good bye ,011_0113,"[-0.2923537  -0.06844549  0.03293408 ...  0.05161662 -0.18528958
  0.00102039]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",SPE BUT ONE TWO FAULL CONTECTLINE ONE TWO SEVEN THREE SEVEN GOOD BYE
turkish five one five contact rhein one two seven three seven ,011_0114,"[-0.03240209 -0.08874714 -0.08384718 ... -0.15939325 -0.28733334
  0.0017205 ]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",TUKISH FIVE ONE FIVE CUN TEKTINE ONE TWO SEVEN THREE SEVEN
lufthansa four four one six contact zurich one three four decimal six ,011_0115,"[-0.17966758 -0.21430941 -0.03318487 ...  0.08517383 -0.2160984
  0.00145405]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOF TENS ARE FOUR FOUR ONE SIX CONTECTII ONE THREE FO I'S ALMOST SIX
lufthansa three five five six rhein radar identified turn left by ten degrees and climb flight level two six zero ,011_0116,"[-0.1680094  -0.3095654  -0.39701572 ...  0.03980374 -0.09736542
 -0.20145302]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3
 3 3 4]",LOAF TINS A THREE FIVE FIVE SIX FRY AND RADA I IDENTIFY IT TURN UH LEFT BY TEN DEGREES AND CLIMB FLIGT LEVEL TWO SIX ZERO
midland seven two zero rhein radar identified ,011_0117,"[-0.12880798 -0.32519835 -0.02635077 ... -0.16044426 -0.05988795
  0.0716801 ]","[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",MIDLAND SEVEN TWO CERO RIND RATA IDENTIFIED
station calling say again ,011_0118,"[-0.41085666 -0.353224   -0.25951016 ...  0.01941689 -0.05092057
  0.00238436]",[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4],FASHION COLLING SEGON
sabena nine three ah six nine rhein identified ,011_0119,"[-0.05977828 -0.18092863 -0.08757958 ... -0.01815099  0.01977446
  0.00086753]","[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4]",SAPINA NINE THREE UH SIX NINE A RYON I DEDNT DEFINED
